기업명,문의 일자,진행 날짜,상태,진행 팀,담당자,문의경로,공간,디자인 팀,"제안서, 견적서"
LG유플러스,2025-10-15,2025-11-24,취소,기획조정2팀,변승민,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/68f18623f6c1e546f2808626/download, https://task-api.office.hiworks.com/v1/attached-files/68f20113dc48e95e1768bdd5/download"
kt cs (12월),2025-10-16,2025-12-11,취소,기획조정2팀,문서인,개인,,,
은평구학교밖청소년지원센터,2025-10-16,2025-11-03,취소,기획조정1팀,조민채,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/68f0c11cf6c1e546f28082a8/download, https://task-api.office.hiworks.com/v1/attached-files/68f0c11cf6c1e546f28082a9/download"
부산진문화재단,2025-10-14,2025-11-20,취소,기획조정2팀,변승민,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/68f0c44df6c1e546f28082f4/download, https://task-api.office.hiworks.com/v1/attached-files/68f0c44df6c1e546f28082f5/download"
대명그룹 소노인터내셔널,2025-10-16,,취소,기획조정2팀,문서인,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/690be9686d64c857c43a3e17/download, https://task-api.office.hiworks.com/v1/attached-files/690be96d6d64c857c43a3e19/download"
한국표준협회,2025-10-16,2025-11-20,진행 완료,기획조정2팀,문서인,홈페이지,,,https://task-api.office.hiworks.com/v1/attached-files/68f1cbf4f6c1e546f2808eae/download
에이엘로봇,2025-10-16,,취소,기획조정팀,이서호,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/68f0aebcf6c1e546f2808141/download, https://task-api.office.hiworks.com/v1/attached-files/68f0aebcf6c1e546f2808142/download"
니즈테크,2025-10-17,2025-10-23,진행 완료,기획조정2팀,문서인,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/68f6d7b96b9894336baeb79d/download, https://task-api.office.hiworks.com/v1/attached-files/68f6d7e76b9894336baeb79f/download"
(주)씨유메디칼시스템 (11월 리더십),2025-10-17,,연기,기획조정팀,이서호,개인,,,"https://task-api.office.hiworks.com/v1/attached-files/68fafe906b9894336baefaf6/download, https://task-api.office.hiworks.com/v1/attached-files/68fafe906b9894336baefaf7/download"
한국보육진흥원,2025-10-17,2025-11-20,진행 완료,기획조정2팀,변승민,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/68f5ea1edc48e95e1768d7a6/download, https://task-api.office.hiworks.com/v1/attached-files/68f5ea1edc48e95e1768d7a7/download"
고창군청,2025-10-20,2025-11-08,진행 완료,기획조정팀,"안광열, 이우진",전화,,,
트립닷컴코리아,2025-10-20,2025-11-13,취소,기획조정2팀,변승민,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/68f9c585dc48e95e176903e0/download, https://task-api.office.hiworks.com/v1/attached-files/68f9c585dc48e95e176903e1/download"
스포츠윤리센터,2025-10-21,,취소,기획조정1팀,조민채,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/68fb165c6b9894336baefe88/download, https://task-api.office.hiworks.com/v1/attached-files/68fb165c6b9894336baefe89/download"
네이버 파이낸셜,2025-10-21,2025-11-27,취소,기획조정2팀,문서인,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/68f889066b9894336baed8b5/download, https://task-api.office.hiworks.com/v1/attached-files/68f889096b9894336baed8b7/download"
종로장애인복지관,2025-10-21,2025-11-28,진행 완료,기획조정팀,이서호,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/68fb06ca6b9894336baefcaa/download, https://task-api.office.hiworks.com/v1/attached-files/68fb06ca6b9894336baefcab/download"
스마일게이트,2025-10-22,,취소,기획조정2팀,문서인,홈페이지,,,
아이센스,2025-10-22,2025-11-21,진행 완료,기획조정2팀,문서인,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/68f9efa7dc48e95e176908a6/download, https://task-api.office.hiworks.com/v1/attached-files/68f9efac6b9894336baeefa6/download"
재단법인 한국스마트그리드사업단,2025-10-22,,취소,기획조정팀,이서호,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/68f99c426b9894336baee615/download, https://task-api.office.hiworks.com/v1/attached-files/68f99c426b9894336baee616/download"
이지앤웰니스(대대행),2025-10-15,2025-11-05,취소,기획조정팀,이서호,개인,,,"https://task-api.office.hiworks.com/v1/attached-files/68f8a001dd6fd5786243f187/download, https://task-api.office.hiworks.com/v1/attached-files/68f8a001dd6fd5786243f188/download, https://task-api.office.hiworks.com/v1/attached-files/68f8a001dd6fd5786243f189/download"
이지앤웰니스(대대행),2025-10-15,2025-11-12,진행 완료,기획조정팀,이서호,개인,,,"https://task-api.office.hiworks.com/v1/attached-files/68f8a005dd6fd5786243f190/download, https://task-api.office.hiworks.com/v1/attached-files/68f8a005dd6fd5786243f191/download, https://task-api.office.hiworks.com/v1/attached-files/68f8a005dd6fd5786243f192/download"
이지앤웰니스(대대행),2025-10-15,2025-11-26,진행 완료,기획조정팀,이서호,개인,,,"https://task-api.office.hiworks.com/v1/attached-files/68f8a00a6b9894336baedbfd/download, https://task-api.office.hiworks.com/v1/attached-files/68f8a00a6b9894336baedbfe/download, https://task-api.office.hiworks.com/v1/attached-files/68f8a00a6b9894336baedbff/download"
씨엔피테크,2025-10-22,2025-11-14,취소,기획조정1팀,조민채,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/68fad674dd6fd578624406ae/download, https://task-api.office.hiworks.com/v1/attached-files/68fad674dd6fd578624406af/download"
김해대학교 학생상담센터,2025-10-23,2025-12-03,진행 완료,기획조정팀,이서호,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/68fafea06b9894336baefb0f/download, https://task-api.office.hiworks.com/v1/attached-files/68fafea06b9894336baefb10/download"
노원구가족센터,2025-10-22,2025-11-14,취소,기획조정1팀,조민채,,,,"https://task-api.office.hiworks.com/v1/attached-files/69005542d3c7750af07a55d5/download, https://task-api.office.hiworks.com/v1/attached-files/69005542d3c7750af07a55d6/download"
VD,2025-10-23,,취소,기획조정팀,이서호,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/68ff2a60f6c1e546f2810702/download, https://task-api.office.hiworks.com/v1/attached-files/68ff2a60f6c1e546f2810703/download"
(재)국립세계문자박물관,2025-10-23,,취소,기획조정팀,안광열,홈페이지,,,
LSJ글로벌,2025-10-24,2025-11-10,취소,기획조정팀,안광열,카카오톡,,,"https://task-api.office.hiworks.com/v1/attached-files/69001cb0dc48e95e176932bc/download, https://task-api.office.hiworks.com/v1/attached-files/69001cb0dc48e95e176932bd/download"
서울소방학교,2025-10-23,,취소,기획조정팀,안광열,전화,,,
신세계아이앤씨,2025-10-24,2025-12-12,진행 완료,기획조정팀,안광열,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/69001cd66b9894336baf24d6/download, https://task-api.office.hiworks.com/v1/attached-files/69001cd66b9894336baf24d7/download"
티에이케이정보시스템,2025-10-24,2025-11-26,진행 완료,기획조정팀,이서호,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/68fb23a8f6c1e546f280ef07/download, https://task-api.office.hiworks.com/v1/attached-files/68fb23a8f6c1e546f280ef08/download"
(주)삼우,2025-10-24,2025-11-25,진행 완료,기획조정1팀,조민채,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/69005564dd6fd5786244325b/download, https://task-api.office.hiworks.com/v1/attached-files/69005564dd6fd5786244325c/download"
대웅재단,2025-10-24,2025-11-19,진행 완료,기획조정2팀,문서인,카카오톡,,,"https://task-api.office.hiworks.com/v1/attached-files/6900873fdc48e95e17693ec7/download, https://task-api.office.hiworks.com/v1/attached-files/6916b2946e14b5636d79566d/download"
충북광역정신건강복지센터,2025-10-27,,취소,기획조정2팀,문서인,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/6902addf8cbcbe23c119ff3f/download, https://task-api.office.hiworks.com/v1/attached-files/6902ade54650db767c22a694/download"
현대자동차,2025-10-27,2025-11-14,취소,기획조정팀,안광열,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/69001bec6b9894336baf24b3/download, https://task-api.office.hiworks.com/v1/attached-files/69001bec6b9894336baf24b4/download"
식품의약품안전처 사이버조사팀,2025-10-27,2025-11-06,취소,기획조정팀,이서호,홈페이지,,,
LG전자,2025-10-28,2025-12-04,취소,기획조정1팀,이우진,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/69006a4a6b9894336baf2e54/download, https://task-api.office.hiworks.com/v1/attached-files/69006a4a6b9894336baf2e55/download"
삼성자산운용,2025-10-23,2025-11-26,진행 완료,기획조정2팀,변승민,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/6901745d6b9894336baf3b27/download, https://task-api.office.hiworks.com/v1/attached-files/6901745d6b9894336baf3b28/download"
한국여성인권진흥원,2025-10-28,2025-11-07,진행 완료,기획조정1팀,조민채,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/69017057db4caa5da35d6c84/download, https://task-api.office.hiworks.com/v1/attached-files/69017057db4caa5da35d6c85/download"
쿠팡풀필먼트서비스,2025-10-29,2025-11-20,취소,기획조정1팀,조민채,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/69084b2b4650db767c22de63/download, https://task-api.office.hiworks.com/v1/attached-files/69084b2b4650db767c22de64/download"
(주)오브젝트컴퍼니,2025-10-29,2025-12-30,취소,기획조정1팀,조민채,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/69017ec078d9d245ac465bc9/download, https://task-api.office.hiworks.com/v1/attached-files/69017ec078d9d245ac465bca/download"
네패스,2025-10-27,2025-12-04,취소,기획조정2팀,변승민,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/6901b57bcc48f82bb9cc112a/download, https://task-api.office.hiworks.com/v1/attached-files/6901b57bcc48f82bb9cc112b/download"
우리다문화장학재단,2025-10-29,2025-11-29,취소,기획조정2팀,변승민,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/6901cf69239ece5078179ae6/download, https://task-api.office.hiworks.com/v1/attached-files/6901cf69239ece5078179ae7/download"
키너지랩,2025-10-29,2025-11-20,진행 완료,기획조정2팀,문서인,개인,,,
한국표준협회 - 11월 6일,2025-10-29,2025-11-06,취소,기획조정2팀,문서인,개인,,,
삼성전자 DRAM YE팀,2025-10-29,2025-11-13,진행 완료,기획조정2팀,변승민,개인,,,"https://task-api.office.hiworks.com/v1/attached-files/6901d158cc48f82bb9cc1527/download, https://task-api.office.hiworks.com/v1/attached-files/6901d158cc48f82bb9cc1528/download"
삼성전자,2025-10-30,2025-11-18,진행 완료,기획조정1팀,조민채,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/69030d3009419f4cd656a6ef/download, https://task-api.office.hiworks.com/v1/attached-files/69030d3009419f4cd656a6f0/download"
kt cloud(11월 기업문화 프로그램),2025-10-28,2025-11-28,취소,기획조정1팀,조민채,개인,,,https://task-api.office.hiworks.com/v1/attached-files/691bc3029dc8f955c81d04aa/download
경기테크노파크,2025-10-30,2025-11-28,진행 완료,기획조정2팀,문서인,개인,,,
인천광역시정신건강복지센터,2025-10-30,2025-11-27,취소,기획조정팀,안광열,홈페이지,,,
서울시자원봉사센터,2025-10-31,2025-11-17,진행 완료,기획조정2팀,문서인,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/690be5db6d64c857c43a3d71/download, https://task-api.office.hiworks.com/v1/attached-files/690be5de6d64c857c43a3d73/download"
특허법인 부경,2025-10-31,2025-12-23,진행 완료,기획조정1팀,조민채,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/693b857307cc21057a66409f/download, https://task-api.office.hiworks.com/v1/attached-files/69410ae907cc21057a667bf5/download, https://task-api.office.hiworks.com/v1/attached-files/695b565f2b4b191fb9d57e65/download"
월빙코리아,2025-11-03,,취소,기획조정1팀,"조민채, 이우진",홈페이지,,,
한국표준협회 - 11월 21일,2025-10-24,2025-11-21,진행 완료,기획조정2팀,문서인,홈페이지,,,
(주)듀크상사,2025-11-03,2026-04-26,확정,기획조정1팀,조민채,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/693bd65aceb22d2d5d237a2d/download, https://task-api.office.hiworks.com/v1/attached-files/693bd65aceb22d2d5d237a2e/download"
동백꽃노인종합복지관,2025-11-03,2025-12-19,취소,기획조정팀,안광열,홈페이지,,,
국토정보교육원,2025-11-03,2026-01-19,취소,기획조정2팀,변승민,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/6909897c21649610106b6cc4/download, https://task-api.office.hiworks.com/v1/attached-files/6909898460475862a07bbd7d/download"
SK하이닉스 HE SRT,2025-11-03,2025-11-19,진행 완료,기획조정1팀,이우진,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/690ab6ba60475862a07bd030/download, https://task-api.office.hiworks.com/v1/attached-files/690ab6ba60475862a07bd031/download"
이노바이드,2025-11-04,,취소,기획조정팀,이서호,홈페이지,,,
삼원중공업(주)(송년회),2025-11-03,2025-12-30,진행 완료,기획조정1팀,"이우진, 조민채",개인,,,https://task-api.office.hiworks.com/v1/attached-files/69281a845d979b025f6facc0/download
서울시청(임대주택과),2025-11-04,2025-11-28,취소,기획조정팀,안광열,홈페이지,,,
Beckman Coulter,2025-11-04,2025-12-10,취소,기획조정2팀,변승민,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/690afc6572f8241d23c546ad/download, https://task-api.office.hiworks.com/v1/attached-files/690afc6572f8241d23c546ae/download"
고대구로병원,2025-11-05,,취소,기획조정2팀,문서인,카카오톡,,,"https://task-api.office.hiworks.com/v1/attached-files/690dbf7a3a42071e4a67ae14/download, https://task-api.office.hiworks.com/v1/attached-files/690dbf7f72f8241d23c571c5/download"
소셜밸런스,2025-11-05,2025-12-22,취소,기획조정1팀,조민채,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/690c6d1872f8241d23c5609e/download, https://task-api.office.hiworks.com/v1/attached-files/690c6d1872f8241d23c5609f/download"
켐토피아,2025-11-05,2025-11-21,진행 완료,기획조정2팀,변승민,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/690bef0d3480520711aa88e0/download, https://task-api.office.hiworks.com/v1/attached-files/690bef0d3480520711aa88e1/download"
삼성전자 MX사업부,2025-11-05,,연기,기획조정팀,이서호,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/690c0aee60475862a07be533/download, https://task-api.office.hiworks.com/v1/attached-files/690c0aee60475862a07be534/download"
노보텍 코리아,2025-11-05,,취소,기획조정1팀,"조민채, 이우진",개인,,,
LG전자(다회차),2025-11-06,2025-11-17,진행 완료,기획조정1팀,이우진,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/6910cb823a42071e4a67b13e/download, https://task-api.office.hiworks.com/v1/attached-files/6910cb823a42071e4a67b13f/download"
성동구청소년상담복지센터,2025-11-06,2025-11-25,진행 완료,기획조정2팀,변승민,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/690c6b613a42071e4a679b50/download, https://task-api.office.hiworks.com/v1/attached-files/690c6b6766df9a0ff3abc692/download"
페이민트,2025-11-06,2025-12-12,취소,기획조정팀,이서호,홈페이지,,,
한국산업인력공단,2025-11-06,2025-12-03,취소,기획조정팀,이서호,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/690c6a6060475862a07bf1c2/download, https://task-api.office.hiworks.com/v1/attached-files/690c6a6060475862a07bf1c3/download"
홍익메이커랜드,2025-11-07,2025-12-05,취소,기획조정1팀,이우진,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/690db82472f8241d23c57133/download, https://task-api.office.hiworks.com/v1/attached-files/690db82472f8241d23c57134/download"
제이브릭스처치,2025-11-10,,취소,기획조정팀,이서호,홈페이지,,,
한국필립모리스,2025-11-10,2025-11-26,연기,기획조정팀,이서호,홈페이지,,,
경기뉴리더스,2025-11-11,2025-11-20,취소,기획조정1팀,조민채,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/6912edc5db9d71085f1b4c40/download, https://task-api.office.hiworks.com/v1/attached-files/6912edc5db9d71085f1b4c41/download"
동국제약,2025-11-11,,미정,기획조정1팀,조민채,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/691bcd86940b5962d6b435b7/download, https://task-api.office.hiworks.com/v1/attached-files/691bcd86940b5962d6b435b8/download"
팀플러스,2025-11-11,,취소,기획조정1팀,조민채,개인,,,
지멘스 헬시니어스,2025-11-11,2025-11-25,취소,기획조정팀,이서호,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/6913034fdb9d71085f1b4ef5/download, https://task-api.office.hiworks.com/v1/attached-files/6913034fdb9d71085f1b4ef6/download"
슈나이더일렉트릭코리아,2025-11-12,2025-11-14,진행 완료,기획조정팀,안광열,개인,,,
한국보육진흥원,2025-11-12,2025-12-08,취소,기획조정2팀,변승민,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/691ab99cd14ef8214b195f35/download, https://task-api.office.hiworks.com/v1/attached-files/691ab99cd14ef8214b195f36/download"
서울시자원봉사센터,2025-11-12,2025-11-19,진행 완료,기획조정2팀,문서인,홈페이지,,,
서울시자원봉사센터 -11월 20일,2025-11-12,2025-11-20,진행 완료,기획조정2팀,문서인,홈페이지,,,
청주대학교 반도체부트캠프사업단,2025-11-12,2025-12-22,진행 완료,기획조정1팀,"이우진, 안광열",카카오톡,,,"https://task-api.office.hiworks.com/v1/attached-files/691536604d9d832abb28b4a7/download, https://task-api.office.hiworks.com/v1/attached-files/691536604d9d832abb28b4a8/download"
엑스퍼트컨설팅,2025-11-12,,연기,기획조정팀,이서호,메일,,,"https://task-api.office.hiworks.com/v1/attached-files/691e80e5db9d71085f1bc42f/download, https://task-api.office.hiworks.com/v1/attached-files/691e80e5db9d71085f1bc430/download"
한양여자대학교,2025-11-14,2025-12-22,진행 완료,기획조정1팀,"이우진, 안광열",홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/691682727f1f1a4c3202293e/download, https://task-api.office.hiworks.com/v1/attached-files/691682727f1f1a4c3202293f/download"
블래스트,2025-11-14,2025-12-01,취소,기획조정2팀,"문서인, 변승민",홈페이지,,,
경희대학교 산학협력단,2025-11-17,2025-12-26,취소,기획조정1팀,조민채,메일,,,"https://task-api.office.hiworks.com/v1/attached-files/691bf249db9d71085f1b9e5b/download, https://task-api.office.hiworks.com/v1/attached-files/691bf249db9d71085f1b9e5c/download"
주신엔지니어링,2025-11-17,2025-12-12,취소,기획조정1팀,조민채,카카오톡,,,"https://task-api.office.hiworks.com/v1/attached-files/691bf26e6e14b5636d797fc3/download, https://task-api.office.hiworks.com/v1/attached-files/691bf26e6e14b5636d797fc4/download"
kt cloud(12월 기업문화 프로그램),2025-10-28,2025-12-10,진행 완료,기획조정1팀,조민채,개인,,,"https://task-api.office.hiworks.com/v1/attached-files/691bc339f2d11819d783d2c7/download, https://task-api.office.hiworks.com/v1/attached-files/691bc339f2d11819d783d2c8/download"
kt cloud(12월 기업문화 프로그램),2025-10-28,2025-12-11,진행 완료,기획조정1팀,조민채,개인,,,"https://task-api.office.hiworks.com/v1/attached-files/691bc4b9940b5962d6b43197/download, https://task-api.office.hiworks.com/v1/attached-files/691bc4b9940b5962d6b43198/download"
굿닥,2025-11-18,2025-12-18,취소,기획조정1팀,이우진,카카오톡,,,"https://task-api.office.hiworks.com/v1/attached-files/691e7a6a6e14b5636d79a32e/download, https://task-api.office.hiworks.com/v1/attached-files/691e7a6a6e14b5636d79a32f/download"
LG AI연구원,2025-11-18,2025-11-28,진행 완료,기획조정1팀,조민채,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/69255a487f1f1a4c3202c45d/download, https://task-api.office.hiworks.com/v1/attached-files/69255a487f1f1a4c3202c45e/download"
ABL생명,2025-11-19,2025-11-27,취소,기획조정1팀,조민채,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/691e6ec69dc8f955c81d2a8c/download, https://task-api.office.hiworks.com/v1/attached-files/691e6ec69dc8f955c81d2a8d/download"
청주대학교 RISE사업단,2025-11-19,,연기,기획조정1팀,조민채,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/69255a1c7f1f1a4c3202c451/download, https://task-api.office.hiworks.com/v1/attached-files/69255a1c7f1f1a4c3202c452/download"
두산큐벡스,2025-11-17,2025-12-12,진행 완료,기획조정팀,이서호,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/691d5924db9d71085f1bb209/download, https://task-api.office.hiworks.com/v1/attached-files/691d5924db9d71085f1bb20a/download"
루에랑 주식회사,2025-11-19,2026-02-20,미정,기획조정팀,"이서호, 조민채, 안광열",홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/69201287db9d71085f1bdc89/download, https://task-api.office.hiworks.com/v1/attached-files/69201287db9d71085f1bdc8a/download"
마포구청 교육청소년과,2025-11-19,2026-01-29,확정,기획조정팀,이서호,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/69202f3d6e14b5636d79bb05/download, https://task-api.office.hiworks.com/v1/attached-files/6943bc872527c22ac96156da/download"
KB라이프생명,2025-11-19,2026-01-16,취소,기획조정1팀,조민채,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/692536369dc8f955c81d6dae/download, https://task-api.office.hiworks.com/v1/attached-files/692536369dc8f955c81d6daf/download"
비엔에프통상,2025-11-20,2025-12-03,취소,기획조정2팀,변승민,메일,,,"https://task-api.office.hiworks.com/v1/attached-files/6923b638aef4fc665f1f89da/download, https://task-api.office.hiworks.com/v1/attached-files/6923b63daef4fc665f1f89dc/download"
중앙일보,2025-11-20,2025-12-11,취소,기획조정2팀,문서인,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/6923dc447f1f1a4c3202aaae/download, https://task-api.office.hiworks.com/v1/attached-files/6923dc486e14b5636d79c787/download"
(주)씨유메디칼시스템_2026년도 월별 교육,2025-11-17,,미정,기획조정팀,이서호,개인,,,"https://task-api.office.hiworks.com/v1/attached-files/6960b0ed071d0151d4271ee9/download, https://task-api.office.hiworks.com/v1/attached-files/6960b0ed071d0151d4271eea/download"
서울특별시보라매병원,2025-06-09,2025-12-10,진행 완료,기획조정2팀,이서호,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/691ecaa57f1f1a4c320287ca/download, https://task-api.office.hiworks.com/v1/attached-files/691ecaa57f1f1a4c320287cb/download, https://task-api.office.hiworks.com/v1/attached-files/691ecaa57f1f1a4c320287cc/download"
리컴스위드,2025-11-20,2026-01-14,취소,기획조정팀,이우진,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/691ffb076e14b5636d79b65c/download, https://task-api.office.hiworks.com/v1/attached-files/691ffb076e14b5636d79b65d/download"
에스엠이엔씨(주),2025-11-21,2025-12-17,진행 완료,기획조정2팀,변승민,홈페이지,,,
한국문화예술교육진흥원 뱅쇼 만들기,2025-11-21,2025-12-16,진행 완료,기획조정팀,이서호,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/6923f85d6e14b5636d79cb24/download, https://task-api.office.hiworks.com/v1/attached-files/6923f85d6e14b5636d79cb25/download"
재단법인은평문화재단,2025-11-21,,취소,기획조정2팀,문서인,홈페이지,,,
아시아나항공,2025-11-24,,미정,기획조정팀,이서호,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/69241d1c9dc8f955c81d60f6/download, https://task-api.office.hiworks.com/v1/attached-files/69241d1c9dc8f955c81d60f7/download"
엘오케이,2025-11-25,2025-12-10,취소,기획조정1팀,조민채,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/692536079dc8f955c81d6daa/download, https://task-api.office.hiworks.com/v1/attached-files/692536079dc8f955c81d6dab/download"
롯데바이오로직스,2025-11-24,2025-12-12,진행 완료,기획조정팀,이서호,홈페이지,,,
신신사,2025-11-25,2025-12-12,취소,기획조정팀,이서호,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/692d5cdca93d061b9cb91314/download, https://task-api.office.hiworks.com/v1/attached-files/692d5cdca93d061b9cb91315/download"
국립공주대학교,2025-11-26,2025-12-08,연기,기획조정1팀,"조민채, 이우진",전화,,,"https://task-api.office.hiworks.com/v1/attached-files/69281a31a93d061b9cb8de5f/download, https://task-api.office.hiworks.com/v1/attached-files/69281a31a93d061b9cb8de60/download"
미정,2025-11-27,2025-12-03,진행 완료,기획조정팀,안광열,홈페이지,,,
센트럴병원,2025-11-27,,취소,기획조정2팀,변승민,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/692d408f5d979b025f6fd9ec/download, https://task-api.office.hiworks.com/v1/attached-files/6940ae8a1e6f54251603a261/download"
네이처앤드피플,2025-11-28,2025-12-22,취소,기획조정1팀,"조민채, 이우진",홈페이지,,,
주식회사 디자이노블,2025-11-28,2025-12-02,연기,기획조정팀,안광열,전화,,,
이마트,2025-11-28,,취소,기획조정팀,안광열,,,,"https://task-api.office.hiworks.com/v1/attached-files/692e73ba74f6815911f68bf0/download, https://task-api.office.hiworks.com/v1/attached-files/692e73ba74f6815911f68bf1/download"
CURINC (MICE건),2025-11-28,2026-01-03,취소,기획조정팀,이서호,전화,,,https://task-api.office.hiworks.com/v1/attached-files/692d5cced350981657bd312c/download
한국룬드벡,2025-12-01,2025-12-16,진행 완료,기획조정2팀,변승민,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/692d0157a93d061b9cb90284/download, https://task-api.office.hiworks.com/v1/attached-files/692d0157a93d061b9cb90285/download"
G마켓 19회 상생페스티벌 시상식,,2025-12-05,진행 완료,기획조정2팀,문서인,,,,
주식회사 지아이커넥트,2025-12-01,2026-01-09,취소,기획조정1팀,"조민채, 이우진",홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/693246eea93d061b9cb96d44/download, https://task-api.office.hiworks.com/v1/attached-files/693246eea93d061b9cb96d45/download"
아마존,2025-12-01,2025-12-17,취소,기획조정팀,이서호,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/6930f98cd350981657bd6c28/download, https://task-api.office.hiworks.com/v1/attached-files/6930f98cd350981657bd6c29/download"
한국문화예술교육진흥원 버터나이프만들기,2025-11-21,2025-12-02,진행 완료,기획조정팀,이서호,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/692d57a897225153f238efed/download, https://task-api.office.hiworks.com/v1/attached-files/692d57a897225153f238efee/download"
Geekplus Korea Limited,2025-12-02,,취소,기획조정2팀,변승민,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/692e69ec74f6815911f6898b/download, https://task-api.office.hiworks.com/v1/attached-files/692e69ec74f6815911f6898c/download"
디딤컴퍼니,2025-12-02,2025-12-03,취소,기획조정2팀,변승민,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/692e98e9d350981657bd45dd/download, https://task-api.office.hiworks.com/v1/attached-files/692e98e9d350981657bd45de/download"
낸시투어,2025-12-02,,미정,기획조정1팀,"이우진, 이서호",전화,,,"https://task-api.office.hiworks.com/v1/attached-files/6930d163a93d061b9cb946d8/download, https://task-api.office.hiworks.com/v1/attached-files/6930d163a93d061b9cb946d9/download"
롯데카드,2025-12-04,,취소,기획조정2팀,변승민,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/6936251dd350981657bd9d71/download, https://task-api.office.hiworks.com/v1/attached-files/6936251dd350981657bd9d72/download"
한국전시산업진흥회,2025-12-03,2026-01-29,확정,기획조정팀,"이서호, 안광열",홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/6954825df5e3b34859af68e8/download, https://task-api.office.hiworks.com/v1/attached-files/6954825df5e3b34859af68e9/download, https://task-api.office.hiworks.com/v1/attached-files/6954825df5e3b34859af68ea/download"
